SITE,YEAR,OTTER_baylevel,OTTER_2km,OTTER_density,BAYSIZE,OTTER2km_smooth,OTTERbaydensity_smooth,OTTERLEVEL,NEREO,MACRO,LAMSP,COST,PTERY,DESM,ASTREA,ABALONE,PYCNO,DERMAST,HENRICIA,ORTHAST,PISAST,PARA,SFRAN,SDROEB,SPURP,CUCUM,RAREUNDERSTORYKELP,PDO,ENSO,wvht_mean,wvht_median,wvht_max,wvht_95,wvht_events95,wvht_events99,wvht_99,sst_mean,sst_median,sst_max,sst_95,sst_events95,sst_events99,sst_99
TAYLOR,2000,0,0,0,NA,0,0,ABSENT,0,0,0,0,0,0,13.4,10,1,1.2,1.2,2,1.2,2.4,84,0,0,0,0,-0.885833333,-0.294757143,3.148484848,2.7,8.4,6.29,14,0,7.114,10.61420765,10.3,18.5,15.775,5,1,17.075
TAYLOR,2001,0,0,0,NA,0,0,ABSENT,0.4,0,0,0,0,0,27,8.8,0.2,2,1.6,1,0.2,1.6,96.2,0,0,0.4,0,-1.43,0.160685714,2.988379205,2.7,9.7,5.97,10,2,7.448,10.58712329,10,17.7,15.5,2,0,16.5
TAYLOR,2002,0,0,0,NA,0,0,ABSENT,0,0,0,0,0,0,17.8,6.4,1.4,1.8,1.2,1.6,0.6,2.6,87,0,0,0,0,0.3975,0.7845,3.286440678,2.8,9.9,6.4,16,2,7.441,10.54164384,9.8,17.5,16,5,0,16.936
TAYLOR,2003,0,0,0,NA,0,0,ABSENT,0,0,0,0,0,0,26.2,8.2,2.8,2,1.4,0.8,0.4,1.4,96,0.2,0,0,0,-0.094166667,0.392428571,2.999178082,2.6,9.4,6.5,21,5,8.7,11.23863014,10.6,20,16.6,17,5,18.536
TAYLOR,2004,0,0,0,NA,0,0,ABSENT,0,0,0,0,0,0,17,13,3,2,0.8,1.6,0.6,0.6,90.8,0,0,0,0,-0.0475,0.656828571,3.151944444,2.7,10.6,6.705,21,11,9.623,11.5795082,11.8,19,17.3,29,5,18.405
TAYLOR,2005,0,0,0,NA,0,0,ABSENT,0,0,0,0,0,0,27.6,7.8,1.8,0.6,0.8,1,0,0.4,63.6,0,0,0,0,-0.5625,-0.0987,3.063556851,2.7,9.1,5.5,9,2,7.474,11.67005495,11.5,19.3,17.17,25,7,18.6
TAYLOR,2006,0,0,0,NA,0,0,ABSENT,0,0,0,0,0,1.2,9.4,2.4,0.8,0.6,1.4,0.4,0.2,1.2,97.8,0,0,0,0,-0.708333333,0.577185714,3.235457064,2.7,9.7,6.7,22,3,8.34,11.39068493,10.8,20.2,16.7,17,6,18.436
TAYLOR,2007,0,0,0,NA,0,0,ABSENT,0,0,0,0,0,0,18,7.2,0.4,0.6,0.8,0.4,0,0.6,80.6,0,0,0,0,-1.305833333,-0.8802,3.20529595,2.8,9.4,6.3,15,3,8.2,10.64794521,10.2,18.7,16.5,15,1,17.836
TAYLOR,2008,0,0,0,NA,0,0,ABSENT,20.8,0,0.2,0.6,0,164.6,7.6,2.6,2.6,0.2,0.8,1.6,0,0.4,89,0,0,0,1.8,-1.745,-0.280185714,3.244636678,2.8,9.7,6.92,19,4,8.6,10.55491803,9.9,18.8,16.9,21,4,18.14
TAYLOR,2009,0,0,0,NA,0,0,ABSENT,0,0,0,0,0,0,7.8,9,0.8,1.2,1.4,1.4,0.4,1.4,84,0.2,0,0,0.4,-0.374166667,0.788271429,2.952676056,2.7,7.1,5.4,8,0,6.9,10.57589041,10.2,19.1,16,13,4,18.244
TAYLOR,2010,0,0,0,NA,0,0,ABSENT,0,0,0,0,0,0,7.2,7.4,3.6,1.2,1.6,1,1.4,69.6,69.6,0,0,0,0,-1.686666667,-1.3422,3.680924855,3.3,10,7.175,26,3,8.355,11.18,10.8,19.2,16.48,14,6,18.4
TAYLOR,2011,0,0,0,NA,0,0,ABSENT,3.6,0,0,0,0,1.6,2.4,29.8,1,4.2,3,1.6,0.4,0.2,112.2,0,0,0,0.2,-1.994166667,-0.362271429,3.333972603,3,9.7,6.6,22,3,8.4,10.82011019,10.8,18.5,16.5,7,1,17
TAYLOR,2012,0,0,0,NA,0,0,ABSENT,6.2,0,0,0,0,21.8,4,21.2,2.6,2.6,2,1,0.2,1.4,108.4,0,0,0,0,-1.3925,0.104157143,3.553846154,3.2,9.7,6.985,28,4,8.548,10.99232877,10.5,19,17.5,34,3,18.136
TAYLOR,2013,0,0,0,NA,0,0,ABSENT,0,0,0,0,0,0,1.8,21.4,0.8,0.8,1.2,1.4,0,1,81.6,0.2,0,0,0,-0.704166667,0.109885714,3.156289308,2.8,9,5.915,7,3,7.73,11.75260274,11.5,19.8,17.6,33,9,18.5
TAYLOR,2014,0,0,0,NA,0,0,ABSENT,0,0,0,0,0,0.2,1.6,25.6,0,0.8,0.6,0.2,0,0.4,63.4,0.6,0,0,0,1.008333333,0.903371429,2.8,2.6,7.7,5.2,3,0,6.238,11.56868132,11.8,19.4,17.655,29,9,18.8
TAYLOR,2015,0,0,0,NA,0,0,ABSENT,0,0,0,0,0,0,0.8,25.4,0,1,1.4,0,0.2,2,70,1,0.8,0,0,0.975,1.977171429,2.958630137,2.6,8.2,5.8,11,0,7.336,12.45357143,12.1,20.2,18,50,12,19
TAYLOR,2016,0,0,0,NA,0,0,ABSENT,0,0,0,0,0,0,1.6,21.8,0,1,1.4,0.8,0.2,1.4,81.6,0.6,1.6,0,0,0.025833333,0.189342857,2.320744681,2.1,6,4.3,0,0,5.413,12.06196721,12.6,20.1,18.76,38,22,19.496
TAYLOR,2017,0,0,0,NA,0,0,ABSENT,0,0,0,0,0,0,1.8,4.4,0,3.2,0.8,0.6,0.2,2,75.8,1.2,2.4,0.4,0,0.202,-0.273885714,3.254520548,2.7,10.3,6.68,23,2,7.908,10.86780186,10.9,19.2,17.58,20,6,18.756
UNION,1988,0,0,0,40.9,6.623499875,0,ABSENT,0,0,0,0,0,1.4,20.2,1.4,0.8,0,2.6,0.6,0,0.8,110.2,0.6,0,0,0,-0.610833333,-1.074957143,NA,NA,NA,NA,NA,NA,NA,11.29125683,11.4,18.2,16.15,11,0,17
UNION,1989,25,1,0.611246944,40.9,5.625019971,0.753034197,FEW,4.2,0.6,0.2,2,0,6.4,26.6,0.4,0.4,0,1.2,1.2,0,1.2,143.4,0.4,0,1,0.4,-0.5025,0.136871429,NA,NA,NA,NA,NA,NA,NA,10.80767123,11,18.1,16,11,0,17.672
UNION,1990,173,24,4.229828851,40.9,4.698601824,1.899440806,FEW,159.2,1.2,32,10.4,12.4,39.6,4.4,0.2,0.4,0,1,0.4,0,0,0.6,0,0,0,17,-1.344166667,0.464885714,NA,NA,NA,NA,NA,NA,NA,11.4734072,11.2,18.9,16.6,16,4,18.18
UNION,1991,50,3,1.222493888,40.9,3.839815631,2.975641812,FEW,64.2,7.8,32.2,0,52.8,40.6,15.4,0.8,0.2,0,1.4,0.8,0,0,1.4,0,0,0,14.4,0.120833333,1.441414286,NA,NA,NA,NA,NA,NA,NA,11.25371901,11,20,17.2,27,7,18.938
UNION,1992,74,1,1.809290954,40.9,3.040203663,3.977125171,FEW,5.4,9.8,26.4,0,71.8,8.4,5,0.8,0.2,0,0.6,0.4,0,0.2,1.4,0.2,0,0,2.8,0.829166667,0.9243,NA,NA,NA,NA,NA,NA,NA,11.95765027,11.35,19.8,17.375,26,5,18.735
UNION,1993,91,0,2.224938875,40.9,2.301409374,4.901303816,FEW,1.6,21.4,31.6,0,85.4,0.2,2,1.6,0,0,1.4,0.6,0,0,0,0,0.4,0.2,1.8,0.796666667,0.695885714,NA,NA,NA,NA,NA,NA,NA,11.22684932,10.6,20,16.6,16,6,19.036
UNION,1994,397,0,9.706601467,40.9,1.634154732,5.751311273,ABUNDANT,1.8,33,12.8,0,46.6,23.6,3.6,0.4,0.2,0,0.6,0,0,0.4,0.2,0.2,0,0,0.6,-0.609166667,0.902828571,2.27,1.7,6.9,5.505,1,0,6.621,11.53616438,11.8,18.8,16.88,19,2,17.936
UNION,1995,240,0,5.86797066,40.9,1.049161709,6.530281067,FEW,6,52.8,22.2,0.6,31,5,0.6,0.2,1,0,1,0.4,0,0,0.6,0.2,0,0,5.4,0.764166667,-0.3563,3.491212121,3.2,8.9,6.5,20,1,7.542,11.56520548,11,20.2,17.98,49,8,18.8
UNION,1996,255,0,6.234718826,40.9,0.543296709,7.189706928,ABUNDANT,1.8,37.8,12.6,0,76.2,6.4,0,0,0.8,0,0.6,0.4,0,0,0.2,0,0,0,7.6,0.4975,0.224514286,3.16744186,2.85,9.5,5.8,6,1,7.099,11.64262295,11.05,17.8,16.8,17,0,17
UNION,1997,361,0,8.826405868,40.9,0.125712398,7.724417817,ABUNDANT,0,63,3.8,0,75.6,0,0,0,1.4,0,2.2,0,0.4,0,0.8,0,0,0,1,0.973333333,2.371485714,3.170054945,2.75,11.1,6.4,18,5,8.907,10.91671233,10.4,18,16.36,12,0,17.4
UNION,1998,388,0,9.486552567,40.9,0,8.202550107,ABUNDANT,1,19,2.8,0,66.8,8.4,5.4,0,0.2,0.8,0.8,0.2,0,0,0.8,0.2,0,0.4,3.6,-1.4075,-0.773342857,3.634821429,3.2,10.4,7.025,23,7,9.555,11.88282548,11.6,19.5,17.3,28,3,18.14
UNION,1999,426,0,10.41564792,40.9,0,8.69224017,ABUNDANT,0.2,79,1,0,62.2,13,21.8,0,2.4,0.2,6.2,0.8,0,0,2,0,0,1.2,6.4,-1.548333333,-0.769557143,3.751851852,3.2,13,8.2,28,10,10.062,10.58873626,10.5,18.8,16.7,14,2,17.811
UNION,2000,391,0,9.5599022,40.9,0,9.129124193,ABUNDANT,11,23,4.2,0,55,0.6,27.6,0,1.6,0.2,4.2,0.8,0,0,0.2,0.2,0.2,0,1.4,-0.885833333,-0.294757143,3.148484848,2.7,8.4,6.29,14,0,7.114,10.61420765,10.3,18.5,15.775,5,1,17.075
UNION,2001,372,0,9.095354523,40.9,0,9.484432087,ABUNDANT,0,42.4,1.6,0,43,0,20.4,0,1.4,0.6,3,0.6,0,0.2,0,0,0,0,0,-1.43,0.160685714,2.988379205,2.7,9.7,5.97,10,2,7.448,10.58712329,10,17.7,15.5,2,0,16.5
UNION,2002,417,1,10.19559902,40.9,0.177191038,9.879690802,ABUNDANT,12.2,31.8,1.6,0,54.6,0.4,34,0.2,0.6,0,1.8,1,0,0,0.4,0,0,0,0.2,0.3975,0.7845,3.286440678,2.8,9.9,6.4,16,2,7.441,10.54164384,9.8,17.5,16,5,0,16.936
UNION,2003,293,0,7.163814181,40.9,0.48776313,10.3564953,ABUNDANT,1.6,60,2,0,43,0.2,16,0.4,1.2,1,1,0.4,0,0,0.8,0.2,0,0,1.4,-0.094166667,0.392428571,2.999178082,2.6,9.4,6.5,21,5,8.7,11.23863014,10.6,20,16.6,17,5,18.536
UNION,2004,296,2,7.237163814,40.9,0.940506385,10.85125406,ABUNDANT,1.8,61,6.6,0,43.2,7.8,13.6,0.2,0.6,0.4,1.6,1.4,0.2,0,0,0.2,0,0,1.6,-0.0475,0.656828571,3.151944444,2.7,10.6,6.705,21,11,9.623,11.5795082,11.8,19,17.3,29,5,18.405
UNION,2005,264,0,6.454767726,40.9,1.395660819,11.32771426,ABUNDANT,0.2,58.4,13.8,0,26.8,11.2,4.4,0,0.8,0.4,2.8,0.4,0,0,0,0.4,0,0,0,-0.5625,-0.0987,3.063556851,2.7,9.1,5.5,9,2,7.474,11.67005495,11.5,19.3,17.17,25,7,18.6
UNION,2006,900,0,22.00488998,40.9,1.713466448,11.74962312,ABUNDANT,1.2,46.8,0.4,0,29.2,8.6,11.8,0.2,0.4,0,3.6,1,0,0,0,0.6,0.6,0,1.6,-0.708333333,0.577185714,3.235457064,2.7,9.7,6.7,22,3,8.34,11.39068493,10.8,20.2,16.7,17,6,18.436
UNION,2007,566,0,13.83863081,40.9,1.917275438,12.08460475,ABUNDANT,0,32.4,1.2,0,20,9.4,6,0.2,2,0.4,1.4,1.6,0,0,0.2,0.2,0.2,0,1,-1.305833333,-0.8802,3.20529595,2.8,9.4,6.3,15,3,8.2,10.64794521,10.2,18.7,16.5,15,1,17.836
UNION,2008,701,1,17.1393643,40.9,2.094635388,12.3743202,ABUNDANT,1.6,17.8,0,0,17.6,18.6,4.4,0,0.2,0,0.4,0,0,0,0,0,0,0,1.8,-1.745,-0.280185714,3.244636678,2.8,9.7,6.92,19,4,8.6,10.55491803,9.9,18.8,16.9,21,4,18.14
UNION,2009,265,12,6.479217604,40.9,2.202079464,12.69357212,ABUNDANT,4.4,38.2,4.4,1,16.6,8.6,5.4,0,0.4,1.2,1.8,1.6,0,0,0,0,0,0,3,-0.374166667,0.788271429,2.952676056,2.7,7.1,5.4,8,0,6.9,10.57589041,10.2,19.1,16,13,4,18.244
UNION,2010,539,0,13.17848411,40.9,2.196140832,13.1171631,ABUNDANT,5.6,16,1.2,0,12,13.6,0.6,0,1.4,0,2.2,0.4,0,0,0,0,0,0,0.6,-1.686666667,-1.3422,3.680924855,3.3,10,7.175,26,3,8.355,11.18,10.8,19.2,16.48,14,6,18.4
UNION,2011,515,1,12.59168704,40.9,2.089930661,13.62565308,ABUNDANT,0.2,125,1.2,0,7.4,0,0.4,0,1.8,0,1.8,1.6,0.2,0,0.2,0.2,0.6,0,0,-1.994166667,-0.362271429,3.333972603,3,9.7,6.6,22,3,8.4,10.82011019,10.8,18.5,16.5,7,1,17
UNION,2012,507,2,12.39608802,40.9,1.917243146,14.16431211,ABUNDANT,0.8,97.8,0,0,6.2,2,0,0,1.4,0,0.8,0.8,0,0,0,0,0,0,0.2,-1.3925,0.104157143,3.553846154,3.2,9.7,6.985,28,4,8.548,10.99232877,10.5,19,17.5,34,3,18.136
UNION,2013,563,2,13.76528117,40.9,1.665635999,14.75500807,ABUNDANT,0,82.6,0.6,0,5,0.2,0,0,0.6,0,1.2,0,0,0,0,0,0.2,0,0.2,-0.704166667,0.109885714,3.156289308,2.8,9,5.915,7,3,7.73,11.75260274,11.5,19.8,17.6,33,9,18.5
UNION,2014,621,0,15.18337408,40.9,1.32266693,15.41960882,ABUNDANT,0,67.6,0,0,6.2,5.8,0,0,0.4,0,1.8,0,0,0,0.2,0,0,0,0,1.008333333,0.903371429,2.8,2.6,7.7,5.2,3,0,6.238,11.56868132,11.8,19.4,17.655,29,9,18.8
UNION,2015,605,0,14.79217604,40.9,0.883543116,16.17346684,ABUNDANT,0.8,80.2,1,0,3,0,0,0,0,0.8,2,0,0,0,0.4,0,0,0,0.4,0.975,1.977171429,2.958630137,2.6,8.2,5.8,11,0,7.336,12.45357143,12.1,20.2,18,50,12,19
UNION,2016,658,0,16.08801956,40.9,0.356015013,17.0072721,ABUNDANT,3.4,38.2,0.4,0,2.2,1.2,0.4,0,0,1,1.4,0,0,0,0.8,0,0.2,0.4,0.4,0.025833333,0.189342857,2.320744681,2.1,6,4.3,0,0,5.413,12.06196721,12.6,20.1,18.76,38,22,19.496
UNION,2017,862,1,21.07579462,40.9,1,17.90589872,ABUNDANT,0,108.2,1,0,1.8,0,0.2,0.8,0.2,2,3.2,1,0,0,6,0.2,1.2,0,0,0.202,-0.273885714,3.254520548,2.7,10.3,6.68,23,2,7.908,10.86780186,10.9,19.2,17.58,20,6,18.756
WIZARD,1987,0,0,0,NA,0,0,ABSENT,0,2.4,1.6,1.2,3,0,4.4,0.2,0.6,0.4,1,0.2,0,3.2,108.4,0,0.4,0,0.8,1.44,0.884657143,NA,NA,NA,NA,NA,NA,NA,13.08534483,12.9,18.2,16,2,0,17.65
WIZARD,1988,0,0,0,NA,0,0,ABSENT,0.8,0,0,0,2.6,0,11.6,0.4,0.4,0.8,0,0.8,0.2,3,123.4,0.2,0,0,0.4,-0.610833333,-1.074957143,NA,NA,NA,NA,NA,NA,NA,11.29125683,11.4,18.2,16.15,11,0,17
WIZARD,1989,0,0,0,NA,0,0,ABSENT,6.8,11.2,0,3.2,1.2,0.4,18.2,0.4,1,1,2.6,0.8,0,7,107.8,0.2,0,0.8,6.8,-0.5025,0.136871429,NA,NA,NA,NA,NA,NA,NA,10.80767123,11,18.1,16,11,0,17.672
WIZARD,1990,0,0,0,NA,0,0,ABSENT,0,11.6,3.2,0,9,0,31.2,1.8,2.4,5.6,2.8,0.6,2.2,6,121.8,0,0.2,0,8,-1.344166667,0.464885714,NA,NA,NA,NA,NA,NA,NA,11.4734072,11.2,18.9,16.6,16,4,18.18
WIZARD,1991,0,0,0,NA,0,0,ABSENT,0,7.8,2.8,0,22.8,0,18.8,1.2,1.6,0.8,3,1,0,8.8,97.4,0.8,0.4,0,1.2,0.120833333,1.441414286,NA,NA,NA,NA,NA,NA,NA,11.25371901,11,20,17.2,27,7,18.938
WIZARD,1992,0,0,0,NA,0,0,ABSENT,1.2,7.4,1,0.4,6,0,25.4,2,1.4,3.2,2.6,1.2,0.2,11,118,21.8,0.2,0,1.4,0.829166667,0.9243,NA,NA,NA,NA,NA,NA,NA,11.95765027,11.35,19.8,17.375,26,5,18.735
WIZARD,1993,0,0,0,NA,0,0,ABSENT,0,7.4,1.4,0,8.4,0,25.6,3.6,1,1,2,0.2,0.4,12.6,121.2,2.2,0,0,1,0.796666667,0.695885714,NA,NA,NA,NA,NA,NA,NA,11.22684932,10.6,20,16.6,16,6,19.036
WIZARD,1994,0,0,0,NA,0,0,ABSENT,4.8,14,2,1.2,14.8,9.4,16.4,0.6,0.8,1.2,2.8,0.2,0.2,8.2,156.2,0,0,0.4,0.8,-0.609166667,0.902828571,2.27,1.7,6.9,5.505,1,0,6.621,11.53616438,11.8,18.8,16.88,19,2,17.936
WIZARD,1995,0,0,0,NA,0,0,ABSENT,0,8.4,2,0,20.8,0.2,11,1.6,0.6,0.4,0.6,0.4,0.2,9.4,152.4,0,0,0,0,0.764166667,-0.3563,3.491212121,3.2,8.9,6.5,20,1,7.542,11.56520548,11,20.2,17.98,49,8,18.8
WIZARD,1996,0,0,0,NA,0,0,ABSENT,0,11,0.4,1.8,15,1,49.4,1.4,0.8,1.2,3.4,0.6,0.2,12.8,180.4,0,0.2,0,0.4,0.4975,0.224514286,3.16744186,2.85,9.5,5.8,6,1,7.099,11.64262295,11.05,17.8,16.8,17,0,17
WIZARD,1997,0,0,0,NA,0,0,ABSENT,0,48,0,3.4,18.8,0,42.2,1.6,0.2,1.6,3,0.2,0.4,13.2,185,0,0,0,0.2,0.973333333,2.371485714,3.170054945,2.75,11.1,6.4,18,5,8.907,10.91671233,10.4,18,16.36,12,0,17.4
WIZARD,1998,0,0,0,NA,0,0,ABSENT,0,0,0.8,0,0.2,0,87.4,0.8,1.6,0.4,1.2,0.2,0.2,11,157,0,0,0,0,-1.4075,-0.773342857,3.634821429,3.2,10.4,7.025,23,7,9.555,11.88282548,11.6,19.5,17.3,28,3,18.14
WIZARD,1999,0,0,0,NA,0,0,ABSENT,0,5.6,2.4,0.6,12,0.2,131.4,1.2,1,1.6,0.8,1.2,0.2,10,166.8,0,0,0,1.8,-1.548333333,-0.769557143,3.751851852,3.2,13,8.2,28,10,10.062,10.58873626,10.5,18.8,16.7,14,2,17.811
WIZARD,2000,0,0,0,NA,0,0,ABSENT,0,8.8,0,1.2,5.6,0,148,0.8,0.6,0.8,0.8,0.4,0,2.6,158.8,0,0,0,0.2,-0.885833333,-0.294757143,3.148484848,2.7,8.4,6.29,14,0,7.114,10.61420765,10.3,18.5,15.775,5,1,17.075
WIZARD,2001,0,0,0,NA,0,0,ABSENT,0,2,0,0,3,0,117.4,0.8,1.6,5.2,2.6,2.2,1.4,7.4,162,2.6,0.2,1.4,0,-1.43,0.160685714,2.988379205,2.7,9.7,5.97,10,2,7.448,10.58712329,10,17.7,15.5,2,0,16.5
WIZARD,2002,0,0,0,NA,0,0,ABSENT,0,12,0,0.2,10.8,0,132.2,0.4,3,1.6,0.6,1.8,0.4,5.8,138,0,0,0,1.2,0.3975,0.7845,3.286440678,2.8,9.9,6.4,16,2,7.441,10.54164384,9.8,17.5,16,5,0,16.936
WIZARD,2003,0,0,0,NA,0,0,ABSENT,0,15.2,0.6,0.4,6,0,141,1.2,3.6,1.6,0.8,1.6,0.4,8.2,161.8,0.2,0,0,0,-0.094166667,0.392428571,2.999178082,2.6,9.4,6.5,21,5,8.7,11.23863014,10.6,20,16.6,17,5,18.536
WIZARD,2004,0,0,0,NA,0,0,ABSENT,0,11,0,0,3.2,1,130.6,1.8,4.6,2,1.2,1.4,0.2,2.4,130.6,3.8,0,0,0.8,-0.0475,0.656828571,3.151944444,2.7,10.6,6.705,21,11,9.623,11.5795082,11.8,19,17.3,29,5,18.405
WIZARD,2005,0,0,0,NA,0,0,ABSENT,0,16.2,0.4,0.8,6.8,0.2,75.2,1.2,2.4,2.8,0.4,0.4,0.2,4.8,132.2,0.8,0.2,0,3.8,-0.5625,-0.0987,3.063556851,2.7,9.1,5.5,9,2,7.474,11.67005495,11.5,19.3,17.17,25,7,18.6
WIZARD,2006,0,0,0,NA,0,0,ABSENT,0,18.8,0.4,1.2,12.4,4.6,51,2.4,3.6,3.2,0.8,0.6,0.2,7.2,156.4,0,0.2,0,1.6,-0.708333333,0.577185714,3.235457064,2.7,9.7,6.7,22,3,8.34,11.39068493,10.8,20.2,16.7,17,6,18.436
WIZARD,2007,0,0,0,NA,0,0,ABSENT,0,6,0,7.2,9.6,0,34.6,2.2,2,1.6,0.8,2.4,0.2,6,133.2,0,0,0,0,-1.305833333,-0.8802,3.20529595,2.8,9.4,6.3,15,3,8.2,10.64794521,10.2,18.7,16.5,15,1,17.836
WIZARD,2008,0,0,0,NA,0,0,ABSENT,1.6,8.8,6.8,28.6,4.8,13.4,29.6,1,1.2,2,0.4,2.6,0.4,4,166,0,0,0,1.2,-1.745,-0.280185714,3.244636678,2.8,9.7,6.92,19,4,8.6,10.55491803,9.9,18.8,16.9,21,4,18.14
WIZARD,2009,0,0,0,NA,0,0,ABSENT,0,20.4,3.4,0.4,7.4,0,11.4,0.6,2.6,2.4,0.8,1.2,0,6.6,176.4,0.4,0,0,0.6,-0.374166667,0.788271429,2.952676056,2.7,7.1,5.4,8,0,6.9,10.57589041,10.2,19.1,16,13,4,18.244
WIZARD,2010,0,0,0,NA,0,0,ABSENT,0,9.6,3.2,6.2,8.2,0.2,7.6,1.2,3.2,7.2,2.8,0.8,0.2,8.2,162.2,0,0,0,10,-1.686666667,-1.3422,3.680924855,3.3,10,7.175,26,3,8.355,11.18,10.8,19.2,16.48,14,6,18.4
WIZARD,2011,0,0,0,NA,0,0,ABSENT,0,11.2,0,0.2,14.8,0,8.6,1.2,5,7.6,3.8,1,0,8.6,159.2,1.2,0,0,0.4,-1.994166667,-0.362271429,3.333972603,3,9.7,6.6,22,3,8.4,10.82011019,10.8,18.5,16.5,7,1,17
WIZARD,2012,0,0,0,NA,0,0,ABSENT,0,23.4,2.2,0.2,10.8,0.2,8.2,2.2,1.6,1.6,1.8,0.4,0,7,147.6,3.2,0,0,0,-1.3925,0.104157143,3.553846154,3.2,9.7,6.985,28,4,8.548,10.99232877,10.5,19,17.5,34,3,18.136
WIZARD,2013,0,0,0,NA,0,0,ABSENT,0,0,3.4,0,1.2,0,4,3.4,1.2,1.4,3.2,1,0.4,3.8,141.8,11.6,0.4,0,0.2,-0.704166667,0.109885714,3.156289308,2.8,9,5.915,7,3,7.73,11.75260274,11.5,19.8,17.6,33,9,18.5
WIZARD,2014,0,0,0,NA,0,0,ABSENT,0,0,0,0,0,0,3,3.4,0,3,1.8,1.6,0,4,143.6,5,0.4,0,0,1.008333333,0.903371429,2.8,2.6,7.7,5.2,3,0,6.238,11.56868132,11.8,19.4,17.655,29,9,18.8
WIZARD,2015,0,0,0,NA,0,0,ABSENT,0,7.4,0,0.2,1.2,0,3.2,7.6,0,3,3.2,0.8,0,5.4,142,8.2,0.8,0,0.4,0.975,1.977171429,2.958630137,2.6,8.2,5.8,11,0,7.336,12.45357143,12.1,20.2,18,50,12,19
WIZARD,2016,0,0,0,NA,0,0,ABSENT,0,2.8,0,0.2,0.4,1.4,1.8,7.6,0,2.8,0.8,3.2,0,9.2,210,9.2,0.6,0,0.2,0.025833333,0.189342857,2.320744681,2.1,6,4.3,0,0,5.413,12.06196721,12.6,20.1,18.76,38,22,19.496
WIZARD,2017,0,0,0,NA,0,0,ABSENT,0,0,0,0,0,0,2.6,6.6,0,5.8,2.4,4.8,0.4,10,229.2,6.4,1.6,0,0,0.202,-0.273885714,3.254520548,2.7,10.3,6.68,23,2,7.908,10.86780186,10.9,19.2,17.58,20,6,18.756